timestamp_ms,instantaneous_rps
0.00,0.0
0.25,50290.8
0.50,41748.0
0.75,63632.0
1.00,57816.0
1.25,52104.0
1.50,47324.0
1.75,29356.0
2.00,53340.0
2.25,54668.0
2.50,41753.0
2.75,41692.0
3.00,53056.0
3.25,54468.0
3.50,48284.0
3.75,43044.0
4.00,65688.0
4.25,66143.4
4.50,50736.0
4.75,24235.1
5.00,39048.0
5.25,68364.0
5.50,54152.0
5.75,50404.0
6.00,54286.9
6.25,20600.0
6.51,0.0
6.76,0.0
7.01,0.0
7.26,11908.4
7.51,23488.0
7.76,30092.0
8.01,33306.8
8.26,22124.0
8.51,32496.0
8.76,33348.0
9.01,33474.1
9.26,24472.0
9.51,35360.0
9.76,37784.0
10.01,40195.2
10.26,26072.0
10.51,41332.0
10.76,41192.0
11.01,42012.0
11.26,26636.0
11.51,41108.0
11.76,42043.8
12.01,41992.0
12.26,27156.0
12.51,41596.0
12.76,42424.0
13.01,42948.0
13.26,29212.0
13.51,37520.0
13.76,37410.4
14.01,37612.0
14.26,26183.3
14.51,19752.0
14.76,38632.0
15.01,37868.0
15.26,27584.0
15.51,37528.0
15.76,38120.0
16.01,37840.0
16.26,26322.7
16.51,37784.0
16.76,38208.0
17.01,40004.0
17.27,27669.3
17.52,43636.0
17.77,44492.0
18.02,44608.0
18.27,27561.8
18.52,31736.0
18.77,36111.6
19.02,43336.0
19.27,26116.0
19.52,40180.0
19.77,40195.2
20.02,40384.0
20.27,26120.0
20.52,39243.0
20.77,40504.0
21.02,36288.0
21.27,25424.0
21.52,45236.0
21.77,46000.0
22.02,45179.3
22.27,28068.0
22.52,42716.0
22.77,46224.0
23.02,44864.5
23.27,27100.0
23.52,37932.0
23.77,39350.6
24.02,40632.0
24.27,25140.0
24.52,38852.0
24.77,39414.3
25.02,39652.0
25.27,25772.0
25.52,34740.0
25.77,45056.0
26.02,45208.0
26.27,26248.0
26.52,38108.0
26.77,45112.0
27.02,44844.0
27.27,26486.1
27.52,44852.0
27.77,43608.0
28.02,39420.0
28.27,25524.0
28.52,39256.0
28.77,36216.0
29.02,42044.0
29.27,27844.0
29.52,45136.0
29.77,44749.0
30.02,46264.0
30.27,29272.0
30.52,46028.0
30.77,45692.0
31.02,46300.0
31.28,28884.5
31.53,45792.0
31.78,45956.0
32.03,46604.0
32.28,29680.0
32.53,45236.0
32.78,46676.0
33.03,42360.0
33.28,24135.5
33.53,44416.0
33.78,48408.0
34.03,47680.0
34.28,27944.0
34.53,39721.1
34.78,41252.0
35.03,46848.0
35.28,29112.0
35.53,47844.0
35.78,48318.7
36.03,47576.0
36.28,31524.0
36.53,41080.0
36.78,41376.0
37.03,43296.0
37.28,30936.0
37.53,48450.2
37.78,47576.0
38.03,49300.0
38.28,29200.0
38.53,49356.0
38.78,48980.0
39.03,49908.4
39.28,29788.0
39.53,44063.7
39.78,49104.0
40.03,49012.0
40.28,29988.0
40.53,49124.0
40.78,49952.0
41.03,48660.0
41.28,29207.2
41.53,46492.0
41.78,50700.0
42.03,50212.0
42.28,29004.0
42.53,46948.0
42.78,51168.0
43.03,37788.0
43.29,27525.9
43.54,48792.0
43.79,50904.0
44.04,50044.0
44.29,28625.5
44.54,44512.0
44.79,50374.5
