timestamp_ms,instantaneous_rps
0.00,0.0
0.25,45964.1
0.50,44148.0
0.75,47216.0
1.00,47516.0
1.25,48376.0
1.50,47732.0
1.75,45704.0
2.00,48168.0
2.25,48112.0
2.50,47996.0
2.75,47580.0
3.00,47096.0
3.25,46548.0
3.50,47760.0
3.75,48528.0
4.00,47496.0
4.25,47812.8
4.50,47988.0
4.75,48604.0
5.00,48596.0
5.25,48284.0
5.50,48376.0
5.75,47136.0
6.00,46960.0
6.25,47388.0
6.50,49040.0
6.75,48745.0
7.00,49652.0
7.25,49176.0
7.50,48228.0
7.75,48980.0
8.00,48860.0
8.25,48844.0
8.50,48968.0
8.75,49012.0
9.00,49192.0
9.26,49390.4
9.51,46360.0
9.76,48456.0
10.01,48732.0
10.26,49128.0
10.51,47772.0
10.76,47048.0
11.01,48410.4
11.26,49836.0
11.51,48304.0
11.76,60920.0
12.01,62904.0
12.26,60760.0
12.51,62432.0
12.76,63163.4
13.01,62392.0
13.26,61552.0
13.51,55408.0
13.76,58848.0
14.01,63848.0
14.26,63540.0
14.51,64196.0
14.76,58972.0
15.01,59661.4
15.26,64544.0
15.51,64796.0
15.76,62648.0
16.01,64892.0
16.26,64536.0
16.51,64860.0
16.76,60112.0
17.01,62216.0
17.26,62152.0
17.51,60100.0
17.76,49600.0
18.01,50721.1
18.26,55572.0
18.51,56984.0
18.76,51648.0
19.01,49368.0
19.26,48584.0
19.51,50180.0
19.76,48776.9
20.01,43288.0
20.26,51572.0
20.51,51440.0
20.76,51920.0
21.01,50460.0
21.26,51988.0
21.51,51852.0
21.76,50757.0
22.01,48980.0
22.26,49944.0
22.51,51684.0
22.76,51376.0
23.01,52360.0
23.26,51438.2
23.51,50656.0
23.76,51136.0
24.01,48044.0
24.26,45512.0
24.51,51516.0
24.76,50656.0
25.01,51240.0
25.26,52362.6
25.51,52488.0
25.76,43768.0
26.01,50236.0
26.26,50584.0
26.51,50500.0
26.76,52808.0
27.01,50556.0
27.26,52107.6
27.51,52460.0
27.76,51996.0
28.01,52796.0
28.26,53020.0
28.51,51468.0
28.76,51480.0
29.01,52348.0
29.26,51812.0
29.51,52892.0
29.76,43480.0
30.02,52031.9
30.27,51220.0
30.52,51844.0
30.77,51828.0
31.02,53116.0
31.27,51708.0
31.52,52760.0
31.77,53156.0
32.02,53300.0
32.27,50948.0
32.52,51108.0
32.77,53048.0
33.02,51764.9
33.27,50180.0
33.52,52432.0
33.77,53296.0
34.02,54752.0
34.27,51800.0
34.52,54984.0
34.77,54228.0
35.02,55732.0
35.27,7004.0
35.52,0.0
35.77,0.0
36.02,0.0
36.27,18996.0
36.52,23637.5
36.77,24276.0
37.02,25139.4
37.27,26112.0
37.52,27083.7
37.77,27364.0
38.02,27952.0
38.27,28844.0
38.52,29438.2
38.77,29692.0
39.02,30196.0
39.27,30200.0
39.52,30124.0
39.77,30372.0
40.02,30748.0
40.27,30832.7
40.52,31136.0
40.77,31780.0
41.02,31629.5
41.27,31812.0
41.52,32140.0
41.77,32248.0
42.02,32184.0
42.27,32232.0
42.52,32474.1
42.77,32624.0
43.02,32624.0
43.28,32637.5
43.53,32844.0
43.78,33008.0
44.03,32724.0
44.28,32420.0
44.53,32212.0
44.78,32697.2
45.03,32972.0
45.28,32956.0
45.53,33120.0
45.78,32836.0
46.03,32940.2
46.28,33252.0
46.53,33048.0
46.78,33192.0
47.03,33564.0
47.28,33653.4
47.53,33768.0
47.78,33492.0
48.03,33808.0
48.28,34080.0
48.53,33920.3
48.78,34128.0
49.03,34048.0
49.28,33604.0
49.53,34128.0
49.78,34316.0
50.03,34203.2
50.28,34216.0
50.53,33944.0
50.78,33872.0
51.03,33936.0
51.28,32680.0
51.53,29812.8
51.78,31840.0
52.03,31588.0
52.28,31592.0
52.53,31692.0
52.78,31516.0
53.03,31976.0
53.28,30577.7
53.53,31436.0
53.78,32260.0
54.03,32432.0
54.28,31988.0
54.53,30724.0
54.78,32288.0
55.03,32520.0
55.28,32648.0
55.53,32700.0
55.78,32784.0
56.03,33156.0
56.28,32580.0
56.53,32223.1
56.78,32824.0
57.03,32840.0
57.28,32728.0
57.54,32442.2
57.79,32764.0
58.04,32956.0
58.29,33196.0
58.54,33104.0
58.79,33116.0
59.04,32968.0
59.29,32764.9
59.54,25764.0
59.79,33620.0
60.04,34212.0
60.29,34240.0
60.54,34420.0
60.79,33633.5
61.04,34136.0
61.29,33944.0
61.54,34820.0
61.79,34488.0
62.04,33996.0
62.29,34372.0
62.54,34741.0
62.79,35312.0
63.04,34960.0
63.29,34164.0
63.54,35460.0
63.79,35448.0
64.04,35262.9
64.29,34932.0
64.54,34528.0
64.79,34880.0
65.04,35596.0
65.29,34788.8
65.54,35456.0
65.79,34300.0
66.04,35396.0
66.29,35564.0
66.54,34916.3
66.79,35964.0
67.04,35528.0
67.29,35992.0
67.54,35816.0
67.79,35520.0
68.04,36188.0
68.29,35852.6
68.54,36272.0
68.79,36260.0
69.04,36386.5
69.29,34292.0
69.54,40420.0
69.79,44488.0
70.04,43556.0
70.29,43516.0
70.54,44488.0
70.79,43488.0
71.05,44462.2
71.30,44740.0
71.55,44968.0
71.80,45004.0
72.05,43808.0
72.30,44592.0
72.55,44480.0
72.80,44816.0
73.05,43872.5
73.30,44300.0
73.55,44452.0
73.80,44176.0
74.05,45557.8
74.30,43188.0
74.55,44912.0
74.80,45004.0
75.05,44792.0
75.30,45044.0
75.55,45362.6
75.80,46120.0
76.05,45700.0
76.30,46300.0
76.55,46416.0
76.80,46896.0
77.05,46728.0
77.30,46880.0
77.55,47167.3
77.80,47212.0
78.05,47636.0
78.30,47660.0
78.55,47684.0
78.80,47812.0
79.05,48048.0
79.30,45044.0
79.55,47408.0
79.80,47260.0
80.05,48035.9
80.30,47784.0
80.55,43148.0
80.80,45660.0
81.05,45644.0
81.30,44772.9
81.55,45988.0
81.80,45412.0
82.05,45512.0
