timestamp_ms,instantaneous_rps
0.00,0.0
0.25,14804.8
0.50,16372.0
0.75,16278.9
1.00,16804.0
1.25,17124.0
1.50,17192.0
1.75,17569.7
2.00,17876.5
2.26,18175.3
2.51,18338.6
2.76,17844.0
3.01,16652.0
3.26,16521.9
3.51,16832.0
3.76,17366.5
4.01,16458.2
4.26,16056.0
4.51,15356.0
4.76,16908.4
5.01,17100.0
5.26,14697.2
5.51,15920.0
5.76,16374.5
6.01,16644.0
6.26,16432.0
6.51,15988.0
6.76,15824.0
7.01,15772.9
7.26,15912.0
7.52,15498.0
7.77,16064.0
8.02,15729.1
8.27,16496.0
8.52,17016.0
8.77,16223.1
9.02,16148.0
9.27,16254.0
9.52,15516.0
9.77,15276.0
10.02,15544.0
10.27,15872.0
10.52,15876.0
10.77,15649.4
11.02,15776.0
11.27,16364.0
11.52,16326.7
11.77,15840.0
12.02,16107.6
12.27,16131.5
12.52,16076.0
12.77,16864.0
13.02,16480.0
13.28,15784.9
13.53,15060.0
13.78,16304.0
14.03,15756.0
14.28,16095.6
14.53,16156.0
14.78,15884.5
15.03,16552.0
15.28,16240.0
15.53,15438.2
15.78,16048.0
16.03,16031.9
16.28,16204.0
16.53,16492.0
16.78,16248.0
17.03,16304.0
17.28,16071.7
17.53,15972.1
17.78,16128.0
18.03,16020.0
18.28,16223.1
18.53,16572.0
18.78,16184.0
19.03,16123.5
19.28,17051.8
19.53,15792.0
19.79,15677.3
20.04,15784.0
20.29,15784.0
20.54,15840.0
20.79,15462.2
21.04,14716.0
21.29,15856.6
21.54,16060.0
21.79,15760.0
22.04,16600.0
22.29,15584.0
22.54,15644.0
22.79,15776.9
23.04,16000.0
23.29,16244.0
23.54,16334.7
23.79,16012.0
24.04,15892.0
24.29,16127.5
24.54,15992.0
24.79,15368.0
25.04,15860.6
25.29,17416.0
25.54,16120.0
25.79,16764.9
26.04,17016.0
26.29,17048.0
26.54,16584.0
26.79,17223.1
27.04,16338.6
27.30,16952.2
27.55,16696.0
27.80,10334.7
28.05,0.0
28.30,6268.0
28.55,17364.0
28.80,15414.3
29.05,17340.0
29.30,17324.0
29.55,16716.0
29.80,16689.2
30.05,16796.8
30.30,16920.0
30.55,15609.6
30.80,17040.0
31.05,16432.0
31.30,17083.7
31.55,16864.0
31.80,16644.0
32.05,16227.1
32.30,16540.0
32.55,17043.8
32.80,16864.0
33.05,16776.0
33.30,16725.1
33.55,15384.0
33.80,15529.9
34.05,16832.0
34.31,15892.4
34.56,16928.0
34.81,17392.0
35.06,17488.0
35.31,16733.1
35.56,14856.6
35.81,15908.0
36.06,15681.3
36.31,16976.1
36.56,16729.1
36.81,16952.0
37.06,15745.0
37.31,16860.0
37.56,17270.9
37.81,16745.0
38.06,17284.0
38.31,17072.0
38.56,16936.3
38.82,16753.0
39.07,16648.0
39.32,16176.0
39.57,14605.6
39.82,16296.0
40.07,15936.3
40.32,14592.0
40.57,15584.0
40.82,16448.0
41.07,16344.0
41.32,16924.3
41.57,15876.0
41.82,14243.0
42.07,14533.9
42.32,16203.2
42.57,16776.0
42.82,16304.0
43.07,16744.0
43.32,15529.9
43.57,16780.0
43.82,16832.0
44.07,16944.0
44.32,16376.0
44.57,16035.9
44.83,16183.3
45.08,16573.7
45.33,16660.0
45.58,18039.8
45.83,17768.0
46.08,17304.0
46.33,17952.0
46.58,16992.0
46.83,15115.5
47.08,16076.0
47.33,17456.0
47.58,17183.3
47.83,17360.0
48.08,16788.0
48.33,15342.6
48.58,15972.0
48.83,16368.0
49.08,15896.4
49.33,16601.6
49.58,16788.0
49.83,16480.0
50.08,15300.0
50.33,14617.5
50.58,16548.0
50.83,16052.0
51.09,17099.6
51.34,17272.0
51.59,17016.0
51.84,17208.0
52.09,17314.7
52.34,17596.0
52.59,17498.0
52.84,17208.0
53.09,15454.2
53.34,16904.4
53.59,17468.0
53.84,17472.0
54.09,16900.0
54.34,16596.0
54.59,16560.0
54.84,16420.0
55.09,16136.0
55.34,16251.0
55.59,16680.0
55.84,16067.7
56.09,16092.0
56.34,16192.0
56.59,16350.6
56.84,16420.0
57.09,15992.0
57.34,16280.0
57.59,16219.1
57.84,16548.0
58.09,16360.0
58.34,16059.8
58.59,16096.0
58.84,14788.0
59.09,16083.7
59.34,17148.0
59.60,17083.7
59.85,16468.0
60.10,16583.3
60.35,16344.0
60.60,16179.3
60.85,16366.5
61.10,16336.0
61.35,16308.0
61.60,16716.0
61.85,17800.8
62.10,17152.0
62.35,15948.0
62.60,15729.1
62.85,17039.8
63.10,17892.0
63.35,17466.1
63.60,17709.2
63.86,17677.3
64.11,17184.0
64.36,15296.0
64.61,16160.0
64.86,15139.4
65.11,17000.0
65.36,17286.9
65.61,17056.0
65.86,16665.3
66.11,16864.0
66.36,16832.0
66.61,16764.0
66.86,15525.9
67.11,15552.0
67.36,14604.0
67.61,16268.0
67.86,17304.0
68.11,17470.1
68.36,16680.0
68.61,16820.0
68.86,16502.0
69.11,16956.0
69.36,17408.0
69.61,16524.0
69.86,16609.6
70.11,16916.0
70.36,16988.0
70.61,17083.7
70.86,16632.0
71.11,15308.0
71.37,15968.1
71.62,16812.8
71.87,16552.0
72.12,15448.0
72.37,16426.3
72.62,15280.0
72.87,16876.0
73.12,17020.0
73.37,16235.1
73.62,15804.8
73.87,15968.0
74.12,16216.0
74.37,16366.5
74.62,14916.0
74.87,16832.7
75.12,16952.2
75.37,15996.0
75.62,15019.9
75.88,16155.4
76.12,16568.0
76.38,16376.0
76.63,16366.5
76.88,15984.0
77.13,14564.0
77.38,15704.0
77.63,15976.1
77.88,15680.0
78.13,16004.0
78.38,16132.0
78.63,15510.0
78.88,17344.0
79.13,17382.5
79.38,16681.3
79.63,15104.0
79.88,15080.0
80.13,15932.0
80.38,16952.0
80.63,17104.0
80.88,16924.3
81.13,16721.1
81.38,16792.0
81.63,16956.2
81.88,16171.3
82.14,15860.6
82.39,17244.0
82.64,15792.0
82.89,16732.0
83.14,16948.0
83.39,17108.0
83.64,16864.5
83.89,16713.1
84.14,15024.0
84.39,15047.8
84.64,16968.0
84.89,15422.3
85.14,16661.4
85.39,16896.0
85.64,17076.0
85.89,16776.0
86.14,16525.9
86.39,16071.7
86.64,15652.0
86.89,16629.5
87.14,16432.0
87.39,17768.9
87.64,17556.0
87.89,17541.8
88.14,17208.0
88.39,18052.0
