timestamp_ms,instantaneous_rps
0.00,0.0
0.25,45648.0
0.50,41480.0
0.75,40976.1
1.00,41640.0
1.25,41976.0
1.50,33868.0
1.75,38344.0
2.00,42709.2
2.25,43280.0
2.50,34020.0
2.75,44304.0
3.00,52476.0
3.25,51416.0
3.50,39760.0
3.75,40352.0
4.00,52641.4
4.25,49768.0
4.50,39052.0
4.75,38848.0
5.00,52908.4
5.25,51044.0
5.50,39576.0
5.75,39548.0
6.00,52796.8
6.25,45732.0
6.51,33095.6
6.77,21537.3
7.02,41224.0
7.28,37302.3
7.53,31504.0
7.79,39940.9
8.04,42740.0
8.29,46988.0
8.54,37828.7
8.79,47224.0
9.04,50432.0
9.29,51704.0
9.54,36040.0
9.79,42008.0
10.04,52120.0
10.29,51744.0
10.54,35132.0
10.79,38251.0
11.04,44232.0
11.29,42900.0
11.54,32336.0
11.79,41107.6
12.04,44756.0
12.29,38652.0
12.54,32000.0
12.79,40668.0
13.04,44432.0
13.29,42340.0
13.54,32039.8
13.79,38984.0
14.04,41444.0
14.29,43872.0
14.54,32235.1
14.79,35648.0
15.04,54528.0
15.29,54020.0
15.54,38432.0
15.79,47124.0
16.04,55604.0
16.29,45757.0
16.54,31928.0
16.79,36088.0
17.04,46140.0
17.29,44668.0
17.54,31648.0
17.79,39636.0
18.04,43608.0
18.29,43761.0
18.54,30816.0
18.79,45268.0
19.04,44612.0
19.29,45368.0
19.55,32980.1
19.80,41316.0
20.05,46220.0
20.30,45272.0
20.55,32644.0
20.80,43504.0
21.05,46144.0
21.30,45592.0
21.55,33533.9
21.80,43039.8
22.05,46680.0
22.30,46112.0
22.55,32549.8
22.80,40972.0
23.05,47272.0
23.30,42456.0
23.55,33466.1
23.80,50672.0
24.05,56500.0
24.30,55512.0
24.55,37019.9
24.80,45668.0
25.05,58224.0
25.30,54996.0
25.55,33092.0
25.80,43184.0
26.05,45548.0
26.30,46336.0
26.55,36864.0
26.80,45709.2
27.05,44032.0
27.30,42940.0
27.55,32052.0
27.80,43556.0
28.05,46688.0
28.30,46436.0
28.55,34657.4
28.80,43568.0
29.05,47087.7
29.30,46248.0
29.55,34338.6
29.80,50956.0
30.05,53720.0
30.30,54460.0
30.55,31940.2
30.80,40976.0
31.05,54768.0
31.30,55020.0
31.56,40737.1
31.81,43880.0
32.06,58948.0
32.31,57280.0
32.56,41410.4
32.81,43060.0
33.06,59632.0
33.31,57472.0
33.56,45132.0
33.81,43940.0
34.06,56708.0
34.31,48076.0
34.56,40649.4
34.81,41236.0
35.06,48264.0
35.31,45288.0
35.56,36633.5
35.81,42992.0
36.06,49712.0
36.31,50136.0
36.56,35972.0
36.81,40852.0
37.06,46637.5
37.31,46420.0
37.56,36508.0
37.81,39556.0
38.06,53224.0
38.31,59115.5
38.56,41964.0
38.81,42260.0
39.06,61288.0
39.31,59088.0
39.56,35924.3
39.81,30248.0
40.06,42984.0
40.31,37350.6
40.56,35596.0
40.81,39032.0
41.06,45364.0
41.31,48836.0
41.56,39980.1
41.81,42680.0
42.06,47180.0
42.31,48568.0
42.56,37440.0
42.81,39864.5
43.06,48944.0
43.31,48756.0
43.56,38412.0
43.81,45664.0
44.06,47492.0
44.31,44160.0
44.56,34932.0
44.82,28840.6
45.07,39516.0
45.32,39833.3
45.57,39916.3
45.82,46980.0
46.07,51172.0
46.32,46992.0
46.57,33171.3
46.82,32192.0
