timestamp_ms,instantaneous_rps
0.00,0.0
0.25,34916.0
0.50,45728.0
0.75,48368.0
1.00,48274.9
1.25,48464.0
1.50,48700.0
1.75,48636.0
2.00,49468.0
2.25,48348.0
2.50,49196.0
2.75,50268.0
3.00,50043.8
3.25,50684.0
3.50,48208.0
3.75,49296.0
4.00,49580.0
4.25,49080.0
4.50,50392.0
4.75,51008.0
5.00,50408.0
5.25,50284.0
5.50,50043.8
5.75,49028.0
6.00,49296.0
6.25,49448.0
6.50,50676.0
6.75,49476.0
7.00,50200.0
7.25,49264.0
7.50,49884.5
7.75,50504.0
8.01,51656.0
8.26,51120.0
8.51,50804.0
8.76,51848.0
9.01,50952.0
9.26,51452.0
9.51,50864.0
9.76,52332.0
10.01,51506.0
10.26,51708.0
10.51,52848.0
10.76,52144.0
11.01,50470.1
11.26,43540.0
11.51,51548.0
11.76,52720.0
12.01,51960.0
12.26,51980.0
12.51,49356.0
12.76,52444.0
13.01,52414.3
13.26,52844.0
13.51,53100.0
13.76,51264.0
14.01,53192.0
14.26,51816.0
14.51,52768.0
14.76,49968.0
15.01,52709.2
15.26,51596.0
15.51,53820.0
15.76,52716.0
16.01,51996.0
16.26,54228.0
16.51,54524.0
16.76,53088.0
17.01,52256.0
17.26,54240.0
17.51,54430.3
17.76,52132.0
18.01,54496.0
18.26,55312.0
18.51,54756.0
18.76,55128.0
19.01,53624.0
19.26,55000.0
19.51,54187.3
19.76,50880.0
20.01,47360.0
20.26,53980.0
20.51,55564.0
20.76,55400.0
21.01,57144.0
21.26,57088.0
21.51,56800.0
21.76,57332.0
22.01,56151.4
22.26,42336.0
22.51,56096.0
22.76,56532.0
23.01,55164.0
23.26,56380.0
23.51,56880.0
23.76,57128.0
24.01,52552.0
24.26,58016.0
24.51,57868.5
24.76,57080.0
25.01,57592.0
25.26,55136.0
25.51,56808.0
25.76,57420.0
26.01,57896.0
26.26,59468.0
26.51,59424.0
26.76,54124.0
27.01,57709.2
27.26,57656.0
27.51,56844.0
27.76,58836.0
28.01,58736.0
28.26,59212.0
28.51,57824.0
28.76,60080.0
29.01,59192.0
29.26,60428.0
29.51,59092.0
29.76,57432.0
30.02,59015.9
30.27,57712.0
30.52,60720.0
30.77,60700.0
31.02,60608.0
31.27,61172.0
31.52,61940.0
31.77,61620.0
32.02,58416.0
32.27,59944.0
32.52,61132.0
32.77,59605.6
33.02,60212.0
33.27,59684.0
33.52,60388.0
33.77,62040.0
34.02,59452.0
34.27,59896.0
34.52,61000.0
34.77,60136.0
35.02,60876.0
35.27,58318.7
35.52,58292.0
35.77,61260.0
36.02,59460.0
36.27,62200.0
36.52,62992.0
36.77,61701.2
37.02,48656.0
37.27,58688.0
37.52,61968.0
37.77,60496.0
38.02,63364.0
38.27,58472.0
38.52,53386.5
38.77,62464.0
39.02,62372.0
39.27,61156.0
39.52,65916.0
39.77,66164.0
40.02,61151.4
40.27,63508.0
40.52,63336.0
40.77,60264.0
41.02,62992.0
41.27,63756.0
41.52,66996.0
41.77,63096.0
42.02,59284.0
42.27,62900.0
42.52,65948.0
42.77,56168.0
43.02,60191.2
43.27,62740.0
43.52,65424.0
43.77,65076.0
44.02,62984.0
44.27,59624.0
44.52,62680.0
44.77,64496.0
45.02,64740.0
45.27,65548.0
45.52,66168.0
45.77,65466.1
46.02,62108.0
46.27,66664.0
46.52,59856.0
46.77,59800.0
47.02,65080.0
47.27,64684.0
47.52,65032.0
47.77,62948.0
48.02,63900.4
48.27,65892.0
48.52,62944.0
48.77,65948.0
49.02,50400.0
49.27,60040.0
49.52,64844.0
49.77,68560.0
50.02,68736.0
50.27,68268.0
50.52,66976.0
50.77,61452.0
51.02,62410.4
51.27,65540.0
51.52,60288.0
51.77,67592.0
52.02,66588.0
52.27,66852.0
52.52,69144.0
52.77,65092.0
53.02,67576.0
53.27,64820.0
53.52,68732.0
53.77,65796.0
54.02,70504.0
54.27,64374.5
54.52,65732.0
54.77,65684.0
55.02,64976.0
55.27,63252.0
55.53,67342.6
55.78,59072.0
56.03,63374.5
56.28,72444.0
56.53,76460.0
56.78,36240.0
57.03,0.0
57.28,0.0
57.53,0.0
57.78,19236.0
58.03,22262.9
58.28,23604.0
58.53,24664.0
58.78,25768.9
59.03,26780.0
59.28,27652.0
59.53,28300.0
59.78,28749.0
60.03,29484.0
60.28,29848.6
60.53,30632.0
60.78,30832.0
61.03,31208.0
61.28,31456.0
61.53,31892.4
61.78,32112.0
62.03,32300.0
62.28,32716.0
62.53,32972.0
62.78,32868.0
63.03,33016.0
63.28,33027.9
63.53,33548.0
63.78,33548.0
64.03,33632.0
64.28,33912.0
64.53,33466.1
64.78,33756.0
65.03,33892.0
65.28,33988.0
65.54,34215.1
65.79,34120.0
66.04,34508.0
66.29,34612.0
66.54,34402.4
66.79,34516.0
67.04,34572.0
67.29,34728.0
67.54,34872.0
67.79,34860.0
68.04,34736.0
68.29,34980.1
68.54,35340.0
68.79,35196.0
69.04,35232.0
69.29,35370.5
69.54,35251.0
69.79,35456.0
70.04,35524.0
70.29,35492.0
70.54,35876.0
70.79,35748.0
71.04,35660.0
71.29,35840.0
71.54,31302.8
71.79,31232.0
72.04,33160.0
72.29,35928.0
72.54,35828.0
72.79,35745.0
73.04,35924.0
73.29,36188.0
73.54,36432.0
73.79,35996.0
74.04,36224.0
74.29,36420.0
74.54,36364.0
