timestamp_ms,instantaneous_rps
0.00,0.0
0.25,27422.3
0.50,34536.0
0.75,42600.0
1.00,44788.0
1.25,37720.0
1.50,38406.4
1.75,38304.0
2.00,38808.0
2.25,36836.0
2.50,37936.0
2.75,39020.0
3.00,38151.4
3.25,38192.0
3.50,38644.0
3.75,38532.0
4.00,39068.0
4.25,39488.0
4.50,38372.0
4.75,37556.0
5.00,43064.0
5.25,39091.6
5.50,38704.0
5.75,39700.0
6.00,40284.0
6.25,38432.0
6.50,38756.0
6.75,39136.0
7.00,40288.0
7.25,39904.4
7.50,39024.0
7.75,38844.0
8.01,38840.0
8.26,37548.0
8.51,37255.0
8.76,39224.0
9.01,40232.0
9.26,39904.0
9.51,38864.0
9.76,39848.0
10.01,40274.9
10.26,40476.0
10.51,41280.0
10.76,41156.0
11.01,41396.0
11.26,41384.0
11.51,41168.0
11.76,41135.5
12.01,40928.0
12.26,41196.0
12.51,41064.0
12.76,40252.0
13.01,39644.0
13.26,40368.0
13.51,41104.0
13.76,41032.0
14.01,41200.0
14.26,42689.2
14.51,47784.0
14.76,47348.0
15.01,49120.0
15.26,48204.0
15.51,48828.0
15.76,48308.0
16.01,47932.0
16.26,49087.7
16.51,48728.0
16.76,47832.0
17.01,49104.0
17.26,43592.0
17.51,45172.0
17.76,45456.0
18.01,36976.0
18.26,44637.5
18.51,42516.0
18.76,45724.0
19.01,45060.0
19.26,46200.0
19.51,45984.0
19.76,46732.0
20.01,46092.0
20.26,42388.0
20.51,45012.0
20.76,42179.3
21.01,41928.0
21.26,42264.0
21.51,41824.0
21.76,43004.0
22.01,43092.0
22.26,42956.2
22.51,43292.0
22.76,42848.0
23.01,42565.7
23.26,42296.0
23.51,44368.0
23.76,44524.0
24.01,45260.0
24.26,45512.0
24.51,43548.0
24.77,43366.5
25.02,40776.0
25.27,39268.0
25.52,43112.0
25.77,49015.9
26.02,45784.0
26.27,43124.0
26.52,43816.0
26.77,43620.0
27.02,45456.0
27.27,42621.5
27.52,46960.0
27.77,48936.0
28.02,48812.0
28.27,46444.0
28.52,47216.0
28.77,42388.0
29.02,42753.0
29.27,43332.0
29.52,43608.0
29.77,44104.0
30.02,49124.0
30.27,49092.0
30.52,50052.0
30.77,48692.0
31.02,49144.0
31.27,42060.0
31.52,47701.2
31.77,47596.0
32.02,48872.0
32.27,47360.0
32.52,51340.0
32.77,51800.0
33.02,51684.0
33.27,50168.0
33.52,50864.0
33.77,50092.0
34.02,50084.0
34.27,51227.1
34.52,52228.0
34.77,51316.0
35.02,48500.0
35.27,51644.0
35.52,52212.0
35.77,51396.0
36.02,49532.0
36.27,51140.0
36.52,53087.7
36.77,52340.0
37.02,52388.0
37.27,53364.0
37.52,54004.0
37.77,53692.0
38.02,53856.0
38.27,51256.0
38.52,50100.0
38.77,53180.0
39.02,51717.1
39.27,52232.0
39.52,51920.0
39.77,50660.0
40.02,54256.0
40.27,54412.0
40.52,47308.0
40.77,38420.0
41.02,40532.0
41.27,39274.9
41.52,43516.0
41.77,44124.0
42.02,44468.0
42.27,44912.0
42.52,43940.0
42.77,44047.8
43.02,43092.0
43.27,42764.0
43.52,44780.0
43.77,43280.0
44.02,44872.0
44.27,43344.0
44.52,42872.5
44.77,44568.0
45.02,44220.0
45.27,42032.0
45.52,44360.0
45.77,44496.0
46.03,44589.6
46.28,45352.0
46.53,44256.0
46.78,44984.0
47.03,43676.0
47.28,45564.0
47.53,43488.0
47.78,43516.0
48.03,44608.0
48.28,45123.5
48.53,45264.0
48.78,44600.0
49.03,44892.0
49.28,44272.0
49.53,44696.0
49.78,45012.0
50.03,45820.0
50.28,46424.0
50.53,49055.8
50.78,50212.0
51.03,46768.0
51.28,46280.0
51.53,46568.0
51.78,46076.0
52.03,45436.0
52.28,45318.7
52.53,45804.0
52.78,44988.0
53.03,45748.0
53.28,45356.0
53.53,47136.0
53.78,46760.0
54.03,46757.0
54.28,46616.0
54.53,46564.0
54.78,46080.0
55.03,45940.0
55.28,47000.0
55.53,47352.0
55.78,47536.0
