timestamp_ms,instantaneous_rps
0.00,0.0
0.25,23820.7
0.50,39360.0
0.75,22396.0
1.00,26380.0
1.25,32860.0
1.50,35103.6
1.75,36616.0
2.00,39224.0
2.25,40552.0
2.50,41444.0
2.75,42356.0
3.00,38155.4
3.25,34880.0
3.50,44480.0
3.75,44624.0
4.00,45156.0
4.25,43828.0
4.50,46316.0
4.75,46424.0
5.00,44096.0
5.25,45652.0
5.50,45294.8
5.75,46916.0
6.00,47060.0
6.25,46996.0
6.50,45240.0
6.76,44302.8
7.01,36468.0
7.26,47368.0
7.51,47708.0
7.76,47868.0
8.01,47324.0
8.26,46286.9
8.51,46728.0
8.76,48096.0
9.01,47247.0
9.26,48288.0
9.51,47956.0
9.76,48896.0
10.01,48184.0
10.26,46376.0
10.51,48444.0
10.76,41684.0
11.01,44460.0
11.26,49589.6
11.51,49632.0
11.76,50360.0
12.01,49620.0
12.26,50580.0
12.51,48872.5
12.76,50224.0
13.01,49076.0
13.26,49000.0
13.51,49820.0
13.76,50040.0
14.01,50852.0
14.26,51139.4
14.51,50356.0
14.76,51420.0
15.01,51104.0
15.26,51464.0
15.51,51260.0
15.76,51244.0
16.01,51904.0
16.26,51428.0
16.51,50560.0
16.76,52216.0
17.01,50720.0
17.26,52040.0
17.51,51876.5
17.76,49980.0
18.01,51780.0
18.26,51328.0
18.51,52844.0
18.76,52476.0
19.01,51032.0
19.26,53244.0
19.51,50788.8
19.76,53528.0
20.01,52700.0
20.26,52036.0
20.51,51960.0
20.76,52757.0
21.01,53532.0
21.26,54028.0
21.51,52688.0
21.76,53764.0
22.01,52804.0
22.26,47564.0
22.51,42416.0
22.76,52740.0
23.01,53684.0
23.26,54208.0
23.51,53588.0
23.77,53537.9
24.02,52080.0
24.27,52056.0
24.52,53900.0
24.77,47584.0
25.02,48088.0
25.27,52836.0
25.52,54672.0
25.77,54498.0
26.02,53832.0
26.27,53436.0
26.52,54508.0
26.77,53192.0
27.02,53520.0
27.27,54652.0
27.52,55660.0
27.77,53224.0
28.02,53528.0
28.27,55556.0
28.52,53597.6
28.77,55376.0
29.02,54892.0
29.27,55824.0
29.52,56104.0
29.77,54820.0
30.02,55716.0
30.27,55804.0
30.52,56472.0
30.77,54620.0
31.02,55561.8
31.27,56960.0
31.52,57116.0
31.77,54836.0
32.02,55896.0
32.27,56040.0
32.52,57536.0
32.77,55600.0
33.02,55992.0
33.27,57640.0
33.52,57300.0
33.77,56940.2
34.02,58356.0
34.27,58332.0
34.52,57056.0
34.77,58940.0
35.02,57872.5
35.27,56948.0
35.52,55060.0
35.77,58404.0
36.02,59484.0
36.27,59112.0
36.52,59108.0
36.77,59120.0
37.02,59660.0
37.27,55728.0
37.52,53296.0
37.77,54472.0
38.02,58904.0
38.27,61292.0
38.52,59059.8
38.77,61276.0
39.02,59984.0
39.27,61024.0
39.52,60024.0
39.77,62168.0
40.02,50580.0
40.27,46088.0
40.52,57792.0
40.77,57676.0
41.02,58143.4
41.27,59536.0
41.52,56352.0
41.77,56168.0
42.02,57084.0
42.27,59744.0
42.52,59776.0
42.77,58064.0
43.02,58936.0
43.27,57492.0
43.52,58196.0
43.77,60609.6
44.02,59920.0
44.27,59212.0
44.52,57368.0
44.77,59060.0
45.02,58952.0
45.27,59620.0
45.52,42318.7
45.77,47060.0
46.02,50164.0
46.27,52020.0
46.52,51076.0
46.77,41916.0
47.02,40536.0
47.27,39266.9
47.52,40412.0
47.77,40396.0
48.02,40296.0
48.27,40080.0
48.52,39968.0
48.77,39096.0
49.02,40192.0
49.27,38972.0
49.52,40008.0
49.77,39656.0
50.03,39533.9
50.28,39584.0
50.53,39904.0
50.78,40516.0
51.03,40100.0
51.28,39820.0
51.53,39928.0
51.78,40240.0
52.03,40147.4
52.28,39708.0
52.53,40308.0
52.78,40384.0
53.03,39944.0
53.28,40079.7
53.53,40492.0
53.78,40532.0
54.03,40716.0
54.28,40732.0
54.53,41064.0
54.78,40616.0
55.03,39720.0
55.28,40792.0
55.53,41095.6
55.78,40760.0
56.03,40856.0
56.28,41056.0
56.53,41080.0
56.78,41100.0
57.03,40640.0
57.28,41512.0
57.53,41160.0
57.78,41388.0
58.03,40992.0
58.28,41180.0
58.53,40468.0
58.78,41386.5
59.03,41612.0
59.28,41260.0
59.53,39556.0
59.78,40884.0
60.03,41227.1
60.28,41200.0
60.53,39700.0
60.78,41528.0
61.03,41596.0
61.28,40404.0
61.53,41584.0
61.78,41688.0
62.03,40900.0
62.28,41705.2
62.53,41252.0
62.78,41744.0
